fold_id,outer_test_start,model,candidate_id,parameters,inner_mae,inner_validation_origins,inner_validation_start,inner_validation_end,minimum_inner_training_rows,maximum_inner_purged_rows,selected,feature_set,feature_count
3,2022-03-01,elastic_net_ar_core_5,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.4561556649270992,12,2020-10-01,2021-09-01,62,5,0,ar_core_5,5
3,2022-03-01,elastic_net_ar_core_5,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.49160221766920725,12,2020-10-01,2021-09-01,62,5,0,ar_core_5,5
3,2022-03-01,elastic_net_ar_core_5,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.3420404574998464,12,2020-10-01,2021-09-01,62,5,0,ar_core_5,5
3,2022-03-01,elastic_net_ar_core_5,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.16423648323919746,12,2020-10-01,2021-09-01,62,5,1,ar_core_5,5
3,2022-03-01,elastic_net_ar_core_5,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.16423648323919746,12,2020-10-01,2021-09-01,62,5,0,ar_core_5,5
4,2023-03-01,elastic_net_full_23,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.47109785669045184,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.42117554161375953,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.3965156063339193,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.4057240838750846,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.3629619343910766,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.3542618418219717,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.36528238032008753,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.27639496338259234,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.27408838438516553,12,2021-10-01,2022-09-01,74,5,1,full_23,23
4,2023-03-01,elastic_net_full_23,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.29653787604389753,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7311571727569236,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_full_23,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,full_23,23
4,2023-03-01,elastic_net_core_10,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.7705341511855908,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.7629614876603988,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.7583081853250322,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.7873934362985322,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.6995137745699633,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5933371306008809,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.6024589106639159,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.5002595915375386,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.5633567842782105,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.48012237849877776,12,2021-10-01,2022-09-01,74,5,1,core_10,10
4,2023-03-01,elastic_net_core_10,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7311571727569236,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_core_10,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,core_10,10
4,2023-03-01,elastic_net_macro_core_8,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.8757342476789017,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.8505925305424271,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.8269067276888483,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.767696969262542,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.6364570521583376,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5449453170565935,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.4366634454463623,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.4267222117139516,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.5005707200790395,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.41788064041431244,12,2021-10-01,2022-09-01,74,5,1,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7311571727569236,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_macro_core_8,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,macro_core_8,8
4,2023-03-01,elastic_net_ar_core_5,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.6887152137807923,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.6852992982166398,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.6818554075050769,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.6603398550861009,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.6292568828250297,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5988350278823135,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.4622663390423832,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.28615924848284724,12,2021-10-01,2022-09-01,74,5,1,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.42911778829543784,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.29877458256870565,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
4,2023-03-01,elastic_net_ar_core_5,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,ar_core_5,5
