fold_id,outer_test_start,model,candidate_id,parameters,inner_mae,inner_validation_origins,inner_validation_start,inner_validation_end,minimum_inner_training_rows,maximum_inner_purged_rows,selected,scenario,horizon_months,training_scheme
4,2023-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.27639496338259234,12,2021-10-01,2022-09-01,74,5,0,h6_expanding,6,expanding
4,2023-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.27408838438516553,12,2021-10-01,2022-09-01,74,5,1,h6_expanding,6,expanding
4,2023-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.29653787604389753,12,2021-10-01,2022-09-01,74,5,0,h6_expanding,6,expanding
4,2023-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7311571727569236,12,2021-10-01,2022-09-01,74,5,0,h6_expanding,6,expanding
4,2023-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7325738977026462,12,2021-10-01,2022-09-01,74,5,0,h6_expanding,6,expanding
1,2020-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.2101699318976916,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.21959071256086393,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.2228328060289485,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.21951881352711453,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.20431544437628502,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.1992113192938533,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.19585233491612267,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.19813158587067994,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.18841490749978926,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.19487662695032246,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.18710914738989373,12,2018-10-01,2019-09-01,38,5,1,h6_rolling,6,rolling
1,2020-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.18710914738989373,12,2018-10-01,2019-09-01,38,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.8400770310238331,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.8140306053534315,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.7960033366084969,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.738621985766443,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.7490499661698383,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.8044490610431861,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.8250457521798485,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.8156529530988084,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.7280213486972978,12,2019-10-01,2020-09-01,50,5,1,h6_rolling,6,rolling
2,2021-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.7925814903294612,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7280213486972978,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
2,2021-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7280213486972978,12,2019-10-01,2020-09-01,50,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",2.246733013160177,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",2.169536706550983,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",2.031790293074513,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",1.7362890013152068,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",1.4177750508926261,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",1.118892911726504,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.987324337348792,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.7882505456999428,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.8531130310914213,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.5651013206458383,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.22928040716307593,12,2020-10-01,2021-09-01,55,5,0,h6_rolling,6,rolling
3,2022-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.16721066280828145,12,2020-10-01,2021-09-01,55,5,1,h6_rolling,6,rolling
4,2023-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.8510706215208206,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.7731698105383455,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.7188895258400825,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.4258523683318935,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.29249378906228424,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.24175655552532008,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.16312365921277697,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.21170033562769,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.29408988578855527,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.1298940480084551,12,2021-10-01,2022-09-01,55,5,1,h6_rolling,6,rolling
4,2023-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.6570292858616004,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
4,2023-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.760986470932104,12,2021-10-01,2022-09-01,55,5,0,h6_rolling,6,rolling
1,2020-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.43633579266236894,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.369583118840837,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.33010358691813413,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.27418276422819904,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.2492041138646657,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.2715067423041641,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.2730743315094533,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.2404626854370405,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,1,h12_expanding,12,expanding
1,2020-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.2309711831701463,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.7852084119159534,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.7120397095924043,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.6611962239701258,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.633798725361733,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.6019993272241596,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5902491130089211,12,2019-04-01,2020-03-01,38,11,1,h12_expanding,12,expanding
2,2021-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.6119799954804671,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.7138122324786701,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.7301028466602539,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
2,2021-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",2.023485853301445,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",1.803815780096272,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",1.7100721790248723,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",1.5576549297644433,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",1.2121992512212516,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",1.0347923941471986,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.7855571085307718,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.6292809237677605,12,2020-04-01,2021-03-01,50,11,1,h12_expanding,12,expanding
3,2022-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.7733554400703843,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.675378554719667,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.8012814477021933,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
3,2022-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7908681008479342,12,2020-04-01,2021-03-01,50,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",2.226291685966787,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",1.9481832233916323,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",1.642087524473301,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.7895797085024437,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.7628522871164551,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.8830473310444019,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.2980789578048543,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.4000084946991214,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.3960942296599908,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.10448245019948343,12,2021-04-01,2022-03-01,62,11,1,h12_expanding,12,expanding
4,2023-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.5458684578418428,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
4,2023-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",1.0380782783871707,12,2021-04-01,2022-03-01,62,11,0,h12_expanding,12,expanding
1,2020-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.43633579266236894,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.369583118840837,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.33010358691813413,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.27418276422819904,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.2492041138646657,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.2715067423041641,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.2730743315094533,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.2404626854370405,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,1,h12_rolling,12,rolling
1,2020-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.2309711831701463,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
1,2020-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.20526879444825116,12,2018-04-01,2019-03-01,26,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",0.7852084119159534,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",0.7120397095924043,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",0.6611962239701258,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.633798725361733,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.6019993272241596,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5902491130089211,12,2019-04-01,2020-03-01,38,11,1,h12_rolling,12,rolling
2,2021-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",0.6119799954804671,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.7138122324786701,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.7301028466602539,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
2,2021-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.7595590718308278,12,2019-04-01,2020-03-01,38,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",2.8338880942354403,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",2.6212992912466775,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",2.524326835325812,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",2.126634921190671,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",1.8061267674594432,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",1.5498793595105418,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,7,"{""alpha"":0.1,""l1_ratio"":0.1,""max_iter"":20000}",1.0039128698643076,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,8,"{""alpha"":0.1,""l1_ratio"":0.5,""max_iter"":20000}",0.8332381604561894,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,9,"{""alpha"":0.1,""l1_ratio"":0.9,""max_iter"":20000}",0.9690821326741045,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,10,"{""alpha"":0.5,""l1_ratio"":0.1,""max_iter"":20000}",0.732888747814857,12,2020-04-01,2021-03-01,49,11,1,h12_rolling,12,rolling
3,2022-03-01,elastic_net,11,"{""alpha"":0.5,""l1_ratio"":0.5,""max_iter"":20000}",0.8725955197810707,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
3,2022-03-01,elastic_net,12,"{""alpha"":0.5,""l1_ratio"":0.9,""max_iter"":20000}",0.805237269835697,12,2020-04-01,2021-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,1,"{""alpha"":0.001,""l1_ratio"":0.1,""max_iter"":20000}",3.566590636192623,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,2,"{""alpha"":0.001,""l1_ratio"":0.5,""max_iter"":20000}",3.164151883511822,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,3,"{""alpha"":0.001,""l1_ratio"":0.9,""max_iter"":20000}",2.6273614918555146,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,4,"{""alpha"":0.01,""l1_ratio"":0.1,""max_iter"":20000}",0.6179292859304802,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,5,"{""alpha"":0.01,""l1_ratio"":0.5,""max_iter"":20000}",0.523580227187737,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
4,2023-03-01,elastic_net,6,"{""alpha"":0.01,""l1_ratio"":0.9,""max_iter"":20000}",0.5440830602558719,12,2021-04-01,2022-03-01,49,11,0,h12_rolling,12,rolling
